epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,68.253,0.21415,0.27264,0.9225,0.97871,1,0.995,0.995,0.26664,1.07291,0.42393,0.0007328,0.0007328,0.0007328
66,69.3161,0.19653,0.24689,0.90179,0.98466,1,0.995,0.995,0.22191,0.8228,0.35689,0.000713,0.000713,0.000713
67,70.5212,0.23975,0.29835,0.93079,0.98464,1,0.995,0.995,0.23809,1.01328,0.38769,0.0006932,0.0006932,0.0006932
68,71.8068,0.20087,0.24504,0.91151,0.98304,1,0.995,0.995,0.23097,0.90273,0.38325,0.0006734,0.0006734,0.0006734
69,72.8002,0.20339,0.26433,0.91898,0.98716,1,0.995,0.995,0.20622,0.59106,0.3507,0.0006536,0.0006536,0.0006536
70,73.8985,0.22529,0.28118,0.93152,0.98633,1,0.995,0.995,0.204,0.65392,0.333,0.0006338,0.0006338,0.0006338
71,74.9911,0.20084,0.24584,0.89591,0.98539,1,0.995,0.995,0.19039,0.77116,0.30896,0.000614,0.000614,0.000614
72,76.092,0.24673,0.31771,0.91572,0.98743,1,0.995,0.995,0.20257,0.81643,0.33022,0.0005942,0.0005942,0.0005942
73,77.1892,0.22862,0.28181,0.9288,0.98533,1,0.995,0.995,0.23664,0.91467,0.3589,0.0005744,0.0005744,0.0005744
74,78.2955,0.21446,0.25389,0.90971,0.98501,1,0.995,0.995,0.23316,0.99955,0.354,0.0005546,0.0005546,0.0005546
75,79.3187,0.22648,0.27528,0.91764,0.98714,1,0.995,0.995,0.21578,0.82002,0.34308,0.0005348,0.0005348,0.0005348
76,80.4744,0.21324,0.26942,0.91271,0.98458,1,0.995,0.995,0.20083,0.82609,0.33678,0.000515,0.000515,0.000515
77,81.5664,0.19819,0.24739,0.90279,0.98257,1,0.995,0.995,0.18623,0.84116,0.32672,0.0004952,0.0004952,0.0004952
78,82.6803,0.20462,0.26008,0.91917,0.98486,1,0.995,0.995,0.20176,0.74854,0.3341,0.0004754,0.0004754,0.0004754
79,83.7609,0.18875,0.2302,0.8999,0.98573,1,0.995,0.995,0.2035,0.65461,0.33144,0.0004556,0.0004556,0.0004556
80,84.8878,0.19559,0.23343,0.9095,0.98577,1,0.995,0.995,0.20038,0.6481,0.33427,0.0004358,0.0004358,0.0004358
81,85.9802,0.18729,0.23524,0.91428,0.98719,1,0.995,0.995,0.19675,0.59845,0.31978,0.000416,0.000416,0.000416
82,87.027,0.17872,0.22042,0.90688,0.98688,1,0.995,0.995,0.198,0.64674,0.31384,0.0003962,0.0003962,0.0003962
83,88.1112,0.1764,0.22305,0.91529,0.98699,1,0.995,0.995,0.19877,0.69933,0.32005,0.0003764,0.0003764,0.0003764
84,89.2018,0.17481,0.20997,0.903,0.98703,1,0.995,0.995,0.18481,0.7154,0.3062,0.0003566,0.0003566,0.0003566
85,90.2738,0.20588,0.2431,0.9128,0.98804,1,0.995,0.995,0.17372,0.68005,0.30011,0.0003368,0.0003368,0.0003368
86,91.4249,0.17685,0.22711,0.89908,0.98877,1,0.995,0.995,0.1862,0.68961,0.3038,0.000317,0.000317,0.000317
87,92.5331,0.19497,0.23995,0.89872,0.98815,1,0.995,0.995,0.19987,0.72788,0.30898,0.0002972,0.0002972,0.0002972
88,93.5683,0.17339,0.21519,0.91907,0.98768,1,0.995,0.995,0.20119,0.72686,0.30943,0.0002774,0.0002774,0.0002774
89,94.6894,0.18941,0.24039,0.90207,0.98646,1,0.995,0.995,0.19031,0.78207,0.30338,0.0002576,0.0002576,0.0002576
90,95.7721,0.17102,0.21167,0.91178,0.98641,1,0.995,0.995,0.17286,0.78484,0.29031,0.0002378,0.0002378,0.0002378
91,116.143,0.22464,3.36105,0.92501,0.98475,1,0.995,0.995,0.18385,0.77843,0.29999,0.000218,0.000218,0.000218
92,117.094,0.2839,2.21706,0.95265,0.98547,1,0.995,0.995,0.18819,0.72901,0.29479,0.0001982,0.0001982,0.0001982
93,118.008,0.16901,0.81553,0.88691,0.98754,1,0.995,0.995,0.18964,0.67921,0.28438,0.0001784,0.0001784,0.0001784
94,118.95,0.3267,0.80551,0.97385,0.98892,1,0.995,0.995,0.18949,0.6057,0.27702,0.0001586,0.0001586,0.0001586
95,119.87,0.15677,0.50315,0.87402,0.99002,1,0.995,0.995,0.19583,0.53346,0.27418,0.0001388,0.0001388,0.0001388
96,120.782,0.15589,0.40455,0.88412,0.99063,1,0.995,0.995,0.19098,0.48148,0.27042,0.000119,0.000119,0.000119
97,121.698,0.19073,0.47837,0.88325,0.99066,1,0.995,0.995,0.17922,0.45299,0.25568,9.92e-05,9.92e-05,9.92e-05
98,122.699,0.21467,0.53093,0.87304,0.99038,1,0.995,0.995,0.16675,0.42999,0.2448,7.94e-05,7.94e-05,7.94e-05
99,123.765,0.15517,0.413,0.85308,0.99027,1,0.995,0.995,0.15853,0.41394,0.24005,5.96e-05,5.96e-05,5.96e-05
100,124.725,0.12129,0.33115,0.84772,0.98997,1,0.995,0.995,0.15112,0.41939,0.23787,3.98e-05,3.98e-05,3.98e-05
